Report generated on: 07-31-2024 18:27:31
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","World","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.66-13-CPV-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0.291945205479452","","","","","","","","","",""
"INTL.5-8-CPV-MMTCD.A","    Emissions (MMtonnes CO2)","0.29932","0.3","0.1","0.1","0.2","0.2","0.05311","0.05748","0.08275","0.09044","0.09635","0.09921","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.2","0.1","0.1","0.1","0.3","0.3","0.3","0.36074545554990184","0.3","0.4","0.4","1.0034056032716485","0.8449791038524987","0.8400274854151795","0.909728097770877","0.905513","0.951232","0.9973569688970098","1.0015296339076718","1.031183881900852","0.961966220556964","0.66053288","0.681240833850768","",""
"","Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-KHM-TBPD.A","        Total petroleum and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.55-1-KHM-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-KHM-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-KHM-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-KHM-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-KHM-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.54-1-KHM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.62-1-KHM-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.63-1-KHM-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.64-1-KHM-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-1-KHM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.66-1-KHM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.67-1-KHM-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-KHM-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.5-2-KHM-TBPD.A","    Consumption (Mb/d)","1.9","2","2.2","2.5","2.8","2.8","2.8","2.8","3","3","3","3.2","3.2","3.2","3.2","10.3","11.3","13.3","16","16.6","14.404480874316947","15.361863013698633","15.304821917808225","16.539644808743176","17.021885245901647","19.213917808219175","20.754109589041096","24.470739726027396","24.290628415300546","29.833917808219205","33.65860273972604","34.23216438356163","36.00720547945202","36.2697808219178","37.93180821917811","43","48.792568","50.460410959","55.2317534246","64.125753424659","60.77325060783581","69.9488317806728","73.33161701789905","",""
"INTL.54-2-KHM-TBPD.A","        Refined petroleum products (Mb/d)","1.9","2","2.2","2.5","2.8","2.8","2.8","2.8","3","3","3","3.2","3.2","3.2","3.2","10.3","11.3","13.3","16","16.6","14.404480874316947","15.361863013698633","15.304821917808225","16.539644808743176","17.021885245901647","19.213917808219175","20.754109589041096","24.470739726027396","24.290628415300546","29.833917808219205","33.65860273972604","34.23216438356163","36.00720547945202","36.2697808219178","37.93180821917811","43","48.792568","50.460410959","55.2317534246","64.125753424659","60.77325060783581","69.9488317806728","73.33161701789905","",""
"INTL.62-2-KHM-TBPD.A","            Motor gasoline (Mb/d)","0.475","0.5","0.55","0.625","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","3.4","3.2","2.5","3.3","2.9","2.63357923497268","2.50057534246575","2.61742465753425","2.42382513661202","2.3772131147541","2.57068493150685","2.78101369863014","5.56202739726027","6.82866120218579","7.33813698630137","8.97402739726027","9.32457534246575","9.06750684931507","9.16098630136986","9.97893150684932","12","12","13.0871232877","14.3257260274","15.611068493151","14.79491582284203","18.25097495890411","19.1336077","",""
"INTL.63-2-KHM-TBPD.A","            Jet fuel (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2","0.3","0.3","0.2","0.3","0.39","0.369342465753425","0.260712328767123","0.368333333333333","0.433333333333333","0.456246575342466","0.499698630136986","1.06457534246575","0.953333333333333","0.76041095890411","0.999397260273973","1.19493150684931","1.49909589041096","1.71635616438356","1.99879452054795","2","2","3.3240821918","3.6499726027","5.301150684932","5.024041083591173","5.187949260124849","5.43884291970013","",""
"INTL.64-2-KHM-TBPD.A","            Kerosene (Mb/d)","0.475","0.5","0.55","0.625","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.6","0.6","0.6","0.5","0.8","0.992650273224044","0.592986301369863","1.05890410958904","1.77409836065574","1.03489071038251","1.12243835616438","1.20715068493151","0.698876712328767","0","0.825945205479452","0.656520547945206","0.25413698630137","0.127068493150685","0.0847123287671233","0","0","0","0","0","0","0","0","0","",""
"INTL.65-2-KHM-TBPD.A","            Distillate fuel oil (Mb/d)","0.475","0.5","0.55","0.625","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","3.8","4.5","7.1","7.9","7.2","7.70459016393443","9.40164383561644","7.78701369863014","8.17338797814208","8.43836065573771","9.13594520547945","9.87172602739726","10.0761095890411","9.2944262295082","13.8367671232877","15.5740273972603","16.6572602739726","18.3536438356164","18.7624109589041","20.5405479452055","22","25","25.5070684932","27.9187945205","27.918794520548","26.45914098780752","32.52188021917809","34.0946661","",""
"INTL.66-2-KHM-TBPD.A","            Residual fuel oil (Mb/d)","0.475","0.5","0.55","0.625","0.7","0.7","0.7","0.7","0.8","0.8","0.8","0.8","0.8","0.8","0.8","0.9","1","1.1","1","1.6","1.94704918032787","1.86115068493151","2.79172602739726","2.91147540983607","3.62114754098361","4.72586301369863","5.10904109589041","5.36449315068493","5.64098360655738","4.92657534246575","5.05430136986301","4.17846575342466","3.90476712328767","3.02893150684932","1.62394520547945","1","3","1.4232328767","1.5509589041","4.616383561644","4.375044001035668","3.549743506849315","3.721412136269484","",""
"INTL.67-2-KHM-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.4","1.7","1.7","3.1","3.8","0.507103825136612","0.54027397260274","0.635616438356164","0.697267759562841","0.887431693989071","0.953424657534247","1.01698630136986","1.49369863013699","1.36284153005464","1.81150684931507","2.06575342465753","2.28821917808219","2.7013698630137","3.14630136986301","3.55945205479452","5","6","7.1189041096","7.7863013699","10.678356164384","10.12010871255942","10.43828383561644","10.94308816192943","",""
"INTL.68-2-KHM-TBPD.A","            Other petroleum liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.229508196721311","0.0958904109589041","0.153424657534247","0.191256830601093","0.229508196721311","0.249315068493151","0.268493150684932","0.210958904109589","0.210382513661202","0.334575342465753","0.334575342465753","0.334575342465753","0.353753424657534","0.370082191780822","0.23013698630137","1","0.792568","0","0","0","0","0","0","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-KHM-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-KHM-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-KHM-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.303333333333333","0.282438356164384","0.217260273972603","0.282438356164384","0.346666666666667","0.369342465753425","0.391068493150685","0.999397260273973","0.888333333333333","0.716958904109589","0.934219178082192","1.10802739726027","1.41219178082192","1.60772602739726","1.86843835616438","1.97706849315069","","","","","","","","",""
"INTL.65-13-KHM-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0","0","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-KHM-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","",""
"INTL.5-8-KHM-MMTCD.A","    Emissions (MMtonnes CO2)","0.04096","0.04094","0.04094","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","1.4","1.5","1.9","2.1","2.1","2.2","2.5","2.7","3","3.4","3.6","3.9","4.08923674855811","4.2","4","4.962414048482443","5.017795423009551","5.278816874182191","5.257842498080808","5.458399136986306","6.067213","6.906744","7.121152000013239","7.794607999988951","9.69196225","8.5464933152109","9.856006633099602","10.332651524398797","",""
"","Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CMR-TBPD.A","        Total petroleum and other liquids (Mb/d)","58","87","109","114","135","185","177","174","163","170","161","153","140","130","116","100.97260273972603","107","116.97260273972603","121.45205479452055","113.98630136986301","113.77637978142077","102.8489808219178","108.2087698630137","102.18142191780822","97.59576229508197","89.84597260273972","91.88719178082192","86.83584931506849","81.76153661202186","77.3506095890411","65.4585","62.12417397260274","63.3659","62.99956438356164","75.3438","98.3637","92.3527","76.32675205461643","69.22649452039727","69.59111143003288","67.02330056477595","63.61319304553604","61.26202583780879","54.395390036268985",""
"INTL.55-1-CMR-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","58","87","109","114","135","185","177","174","163","170","161","153","140","130","116","100.97260273972603","107","116.97260273972603","121.45205479452055","113.98630136986301","113.77637978142077","102.8489808219178","108.2087698630137","102.18142191780822","97.23776229508196","89.45197260273973","91.48219178082192","86.5068493150685","81.32513661202186","76.9041095890411","65","61.66027397260274","63","62.75616438356165","75","98","92","75.95945205461643","68.85479452039726","69.21411143003287","66.66690056477596","63.22343285369589","60.87765649284383","54.00197240099178",""
"INTL.57-1-CMR-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","154","181","175","165","171","171","164","151","137","130","116","100.97260273972603","107","116.97260273972603","121.45205479452055","113.98630136986301","113.77637978142077","102.8489808219178","108.2087698630137","102.18142191780822","97.23776229508196","89.45197260273973","91.48219178082192","86.5068493150685","81.32513661202186","76.9041095890411","65","61.66027397260274","63","62.75616438356165","75","98","92","75.95945205461643","68.85479452039726","69.21411143003287","66.66690056477596","63.22343285369589","60.87765649284383","54.00197240099178",""
"INTL.58-1-CMR-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-CMR-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-CMR-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","0.3","0.4","0.4","0.4","0.5","0.5","0.5","0.237250145","0.244749998","0.081578064","0.218153496","0.358","0.394","0.405","0.329","0.4364","0.4465","0.4585","0.4639","0.3659","0.2434","0.3438","0.3637","0.3527","0.3673","0.3717","0.377","0.3564","0.38976019184015465","0.384369344964955","0.39341763527720547",""
"INTL.54-1-CMR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","33","31","30","30","36","28","23","19","22","22","21","25","25","27","33.34609398907103","32.45948273972603","25.399791780821918","36.88127780821917","38.73707322404372","39.64528438356169","40.64619178082191","45.83704547945207","43.63541639344261","37.91327123287672","44.94090739726026","47.14818630136991","37.60167013698632","26.195690958904105","36.76377205479448","","","","","","","","","",""
"INTL.62-1-CMR-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","6.9","7.2","7.2","7.2","8.5","6","5.1","5.4","6.9","6.6","6.1","7.1","7.1","7.2","7.52784153005464","7.73542465753425","5.42180821917808","8.4832602739726","9.36901639344262","9.18435616438356","7.47835616438356","9.11424657534246","9.29909836065574","8.17945205479452","8.95065753424658","9.39468493150685","7.47835616438356","5.21147945205479","7.31476712328767","","","","","","","","","",""
"INTL.63-1-CMR-TBPD.A","            Jet fuel (Mb/d)","","","","","","","2","1.3","1.3","0","0","0.2","0.9","0.5","0.2","0.2","0.2","0.2","0.2","1.2","1.235","1.30356164383562","1.49909589041096","1.56427397260274","1.38666666666667","1.34701369863014","1.54254794520548","8.77731506849315","7.49666666666667","6.344","7.21304109589041","7.56065753424657","6.03983561643836","4.19312328767123","5.90947945205479","","","","","","","","","",""
"INTL.64-1-CMR-TBPD.A","            Kerosene (Mb/d)","","","","","","","2.5","2.2","2.2","2.2","2.6","2.4","2.5","2.5","3.1","4.3","4","5.2","5.3","4.8","5.28005464480874","5.50630136986301","2.96493150684932","5.84515068493151","5.5546174863388","7.45468493150685","6.35342465753425","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-1-CMR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","5.5","5","5","5","5.9","5.7","5.2","5.3","5.9","5.1","5.1","6","6","7.4","9.36198648087432","8.63122850958904","7.56707635616438","11.1255583068493","12.3796352295082","12.4750213534247","11.6372412328767","14.0295271452055","13.2570253060109","12.4746882739726","15.1330260438356","15.8692313424658","12.6585735561644","8.81396913972603","12.3722754356164","","","","","","","","","",""
"INTL.66-1-CMR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","11","11","11","11","13","11","5.3","3","3.1","2.9","2.7","3.1","3.2","3.5","7.64733724590164","6.94425971506849","6.10654635616438","7.47479345753425","7.55199072131147","6.72527233972603","6.97518164383562","7.22353130958904","6.99547347540984","5.20706991780822","6.57352711232877","6.89348778082192","5.49506018630137","3.83582623561644","5.3749458739726","","","","","","","","","",""
"INTL.67-1-CMR-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0.6","0.8","0.8","0.8","1","0.9","0.6","0.7","0.7","0.7","0.7","0.7","0.7","1.1","0.86893268852459","0.933558471232877","0.606246821917808","0.875949243835616","0.939577754098361","0.879670021917808","0.753894109589041","0.665539331506849","0.597537797814208","0.527749424657534","0.69611381369863","0.73086597260274","0.590891605479452","0.416633293150685","0.557982843835616","","","","","","","","","",""
"INTL.68-1-CMR-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","3.6","3.2","2.7","4","5","2.5","2.9","1.7","2.2","2.3","2.3","2.5","2.5","1.3","1.4249413989071","1.40514837260274","1.23408663013699","1.51229186849315","1.5555689726776","1.5792658739726","5.90554602739726","6.02688604931507","5.98961478688525","5.18031156164384","6.37454179726027","6.69925873972603","5.33895300821918","3.72465955068493","5.2343213260274","","","","","","","","","",""
"INTL.5-2-CMR-TBPD.A","    Consumption (Mb/d)","16.000000001","16.000000001","19","19","19","19.999999999","22.24379","20.8","20","24.2","24.6","24.7","24.8","20.6","22.8","23.4","22.5","23.5","23.4","21.6","22.70502841530055","22.212140273972608","23.33201095890413","24.52349698630137","24.53316612021858","23.84051726027397","28.52901369863012","31.26447013698627","30.3884218579235","35.27573698630132","38.494989589041076","42.310597260274","39.18912219178082","30.7842115068493","42.40675835616435","39","38.52","37.92254794520548","36.522109589041484","37.927698630137","38.86114144538987","39.238753282050055","40.47236654246589","",""
"INTL.54-2-CMR-TBPD.A","        Refined petroleum products (Mb/d)","16.000000001","16.000000001","19","19","19","19.999999999","22.24379","20.8","20","24.2","24.6","24.7","24.8","20.6","22.8","23.4","22.5","23.5","23.4","21.6","22.70502841530055","22.212140273972608","23.33201095890413","24.52349698630137","24.53316612021858","23.84051726027397","28.52901369863012","31.26447013698627","30.3884218579235","35.27573698630132","38.494989589041076","42.310597260274","39.18912219178082","30.7842115068493","42.40675835616435","39","38.52","37.92254794520548","36.522109589041484","37.927698630137","38.86114144538987","39.238753282050055","40.47236654246589","",""
"INTL.62-2-CMR-TBPD.A","            Motor gasoline (Mb/d)","4.963182983","4.963182983","5.893779792","5.893779792","5.893779792","6.203978728","6.9","7.2","7.2","7.2","8","8","7.3","5.4","6.9","7.3","6.5","6.5","6.5","5.5","6.43245901639344","6.16964383561644","6.02942465753425","6.35660273972603","6.59560109289617","6.63704109589041","7.47835616438356","8.38978082191781","9.71860655737705","9.48816438356164","9.72186301369863","10.7735068493151","9.39468493150685","6.824","9.41805479452055","12","12","10.65665753424658","9.955561643836","10.352849315068","11.87189041095891","12.30701389041096","12.69392973919451","",""
"INTL.63-2-CMR-TBPD.A","            Jet fuel (Mb/d)","1.438603763","1.438603763","1.708341969","1.708341969","1.708341969","1.798254704","2","1.1","1.3","0","0","0.2","1.2","1.2","0.2","0.2","0.4","0.2","0.2","1.2","1.235","1.30356164383562","1.49909589041096","1.56427397260274","1.38666666666667","1.34701369863014","1.9118904109589","3.36753424657534","2.29666666666667","3.78032876712329","4.17139726027397","3.84550684931507","3.47616438356164","2.88956164383562","4.14967123287671","2","0.52","0.4345205479452055","0.4345205479452055","0.412794520548","0.1520821917808219","0.2189766301369863",".2258609588187983","",""
"INTL.64-2-CMR-TBPD.A","            Kerosene (Mb/d)","1.654394328","1.654394328","1.964593264","1.964593264","1.964593264","2.067992909","2.3","2.2","2","2","2.4","2.3","2.2","2.2","2.9","3.2","3.5","3.3","3.2","3.4","4.09732240437159","3.45202739726027","2.88021917808219","3.04964383561644","2.76674863387978","2.39312328767123","3.04964383561644","0.78358904109589","0.549125683060109","0.50827397260274","0.360027397260274","0","0","0","0","2","2","1.499095890410959","1.933616438356164","2.237780821918","2.281232876712329","2.392383232876712","2.467596521608372","",""
"INTL.65-2-CMR-TBPD.A","            Distillate fuel oil (Mb/d)","3.956160349","3.956160349","4.697940414","4.697940414","4.697940414","4.945200436","5.5","5","5","5","5.9","5.7","5.4","4.1","4.9","4.8","4.8","4.9","4.8","6.2","6.93646735519126","7.40492713972603","8.99776128767124","9.10216104657534","9.09805053005464","8.42822683287671","8.89850150684931","10.1053627616438","9.69008541530055","13.2922225205479","14.2541767287671","17.7904368219178","16.6236146520548","12.5541883178082","17.2366042027397","15","16","15.06306849315068","16.55506849315069","16.779890410959","16.00323287671233","15.75707331506849","16.25245435959585","",""
"INTL.66-2-CMR-TBPD.A","            Residual fuel oil (Mb/d)","1.222813199","1.222813199","1.452090673","1.452090673","1.452090673","1.528516498","1.7","1.4","1.4","3.5","4.3","4.7","5.2","2.9","3.3","3.1","2.8","3.3","3.4","1.4","1.55143560655738","1.54327341369863","1.54490252054795","1.61764277260274","1.74723662295082","2.03590247671233","2.65074328767123","4.32232583013699","3.82924396721311","3.12696032876712","3.74530793424658","3.71858367123288","3.30547114520548","2.72278513972603","3.87872669589041","2","2","4.068986301369863","2.335561643835617","2.098356164384","1.788164383561644","1.511455068493151","1.558973168816405","",""
"INTL.67-2-CMR-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0.031498229","0.031498229","0.037404147","0.037404147","0.037404147","0.039372787","0.04379","0.7","0.8","0.8","1","1","0.6","0.5","0.7","0.7","0.5","0.8","0.8","0.6","1.02740263387978","0.933558471232877","1.14652079452055","1.32088075068493","1.3832936010929","1.41994399452055","1.42129136986301","1.58718316712329","1.77021539344262","1.67185901369863","1.84022340273973","1.93853720547945","2.40239845479452","2.51416753972603","3.10044859726027","3","3","2.828493150684931","2.192876712328767","2.955616438356","3.813698630136986","3.938215890410959","4.062028064306244","",""
"INTL.68-2-CMR-TBPD.A","            Other petroleum liquids (Mb/d)","2.73334715","2.73334715","3.245849741","3.245849741","3.245849741","3.416683937","3.8","3.2","2.3","5.7","3","2.8","2.9","4.3","3.9","4.1","4","4.5","4.5","3.3","1.4249413989071","1.40514837260274","1.23408663013699","1.51229186849315","1.5555689726776","1.5792658739726","3.11858712328767","2.70869426849315","2.53447817486339","3.407928","4.40199385205479","4.2440258630137","3.98678862465753","3.27950886575342","4.62325283287671","3","3","3.371726027397261","3.114904109589042","3.090410958904","2.950840075526846","3.113635254652794","3.211523730125714","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-CMR-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","4.973","9.946","19.892","21.709","15.862","12.01","23.032","15.309","21.531","27.497","23.349","31.744","21.768","30.875","35.477","39.943","30.657","33.826","30.163","34.24","35.345","33.305","28.517","34.361","37.433","29.4","22.733","34.381","36.63","27.006","22.28","20.2","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-CMR-TBPD.A","                Crude oil including lease condensate (Mb/d)","66.372","72.673","82.214","90.194","145.326","142.343","139.262","140.684","132.842","143.923","139.597","125.77","118.777","118.659","102.817","97.681","104.298","107.775","120.772","107.202","112.93","107.696","101.651","97.918","91.814","82.115","88.989","77.552","75.577","63.942","55.724","53.295","56.198","65.147","75.814","96.436","83.112","68.575","62.16","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-CMR-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","1.1","1.2","1.1","1.1","1.1","0.3","0","0.3","0.4","0.4","0.4","1.6","1.6","1.6","0.4","0.4","0.4","1.9","1.8","0.2","2.4","2.4","2.4","2.4","2.3","2.4","2.5","2.6","2.770383561643833","","","","","","","","","",""
"INTL.65-13-CMR-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","1.1","1.2","1.1","1.1","1.1","0.3","0","0.3","0.4","0.4","0.4","1.6","1.6","1.6","0.4","0.4","0.4","1.9","1.8","0.2","2.2","0.9","0.9","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-CMR-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0182465753424658","0","0","0","0","0.0363934426229508","0.0364931506849315","0.1","0.1","0.1","0.0912328767123288","0.072986301369863","0.072986301369863","0.072986301369863","0.072986301369863","0.072986301369863","","","","","","","","","",""
"INTL.5-8-CMR-MMTCD.A","    Emissions (MMtonnes CO2)","2.22945","2.3","2.7","2.7","2.7","2.7","3","2.8","2.7","3.2","3.4","3.5","3.6","2.8","3.1","3.1","3","3.1","3.1","3.2","3.3","3.2","3.2","3.4","3.4","3.4","3.8","4.276585320625717","4.1","4.8","5.4","6.041916500794992","5.363625332260352","4.4164403592969474","6.061463355067506","5.946235","5.507901","5.28505","5.094133","5.157053712","5.261777687875974","5.263575677756039","5.5181840763497485","",""
"","Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-CAN-TBPD.A","        Total petroleum and other liquids (Mb/d)","1435.2021857923498","1284.7287671232878","1271.150684931507","1356.2301369863014","1437.622950819672","1471.0520547945205","1474.2191780821918","1534.9287671232876","1616.2322404371585","1560.0958904109589","1552.9996712328766","1547.9806438356165","1605.2250251338764","2176.309589041096","2293.917791780822","2400.2999616438356","2479.427136612022","2589.0989726027397","2672.9981068493153","2603.830928767123","2721.5416338797813","2727.9535780821916","2858.1593205479453","3003.465178082192","3158.5254590163936","3202.2939287671234","3382.95964109589","3492.692684931507","3345.1750967213115","3308.373717808219","3429.9934739726027","3583.7165712328765","3842.1190355191256","4056.8524876712327","4378.220669863013","4493.867161643836","4576.818819672131","4946.555156164383","5348.1455602739725","5477.585794520548","5234.650101639344","5537.4510031105865","5693.533535115962","5759.5178325957295",""
"INTL.55-1-CAN-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","1435.2021857923498","1284.7287671232878","1271.150684931507","1356.2301369863014","1437.622950819672","1471.0520547945205","1474.2191780821918","1534.9287671232876","1616.2322404371585","1560.0958904109589","1552.9996712328766","1547.9806438356165","1605.2250251338764","2176.309589041096","2293.917791780822","2400.2999616438356","2479.427136612022","2589.0989726027397","2672.9981068493153","2603.830928767123","2721.5416338797813","2727.9535780821916","2858.1593205479453","3003.465178082192","3079.9624590163935","3124.9169287671234","3306.6876410958903","3413.9956849315067","3273.0376967213115","3241.249117808219","3364.0602739726028","3524.3876712328765","3783.4945355191257","4000.923287671233","4321.501369863014","4433.783561643836","4516.450819672131","4881.438356164384","5286.1972602739725","5409.454794520548","5170.245901639344","5467.013698630137","5624.075060973929","5688.344606153271",""
