Report generated on: 07-31-2024 18:27:31
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"","World","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.63-1-NIU-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.64-1-NIU-TBPD.A","            Kerosene (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-1-NIU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.66-1-NIU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.67-1-NIU-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.68-1-NIU-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.5-2-NIU-TBPD.A","    Consumption (Mb/d)","0.02","0.02","0.02","0.02","0.02","0.02044","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.04679125683060113","0.04814643353424658","0.0464020547945205","0.04338810958904106","0.04339877049180329","0.04494538369863019","0.04465152041095895","0.041302753205479485","0.06607111303278686","0.04306010482794536","0.0401045050785749","0.04483699559845832","0.04410332769422814","0.04755010882829073","0.04920944271041742","0.053803","0.052151","0.0499706849","0.0517347946","0.054092328767","0.051282240437158476","0.05551156164383562","0.058196148252356174","",""
"INTL.54-2-NIU-TBPD.A","        Refined petroleum products (Mb/d)","0.02","0.02","0.02","0.02","0.02","0.02044","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.04679125683060113","0.04814643353424658","0.0464020547945205","0.04338810958904106","0.04339877049180329","0.04494538369863019","0.04465152041095895","0.041302753205479485","0.06607111303278686","0.04306010482794536","0.0401045050785749","0.04483699559845832","0.04410332769422814","0.04755010882829073","0.04920944271041742","0.053803","0.052151","0.0499706849","0.0517347946","0.054092328767","0.051282240437158476","0.05551156164383562","0.058196148252356174","",""
"INTL.62-2-NIU-TBPD.A","            Motor gasoline (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0116530054644809","0.0126968465753425","0.0116849315068493","0.00810934246575342","0.0102546448087432","0.00975619334246575","0.0105518904383562","0.00991186","0.0252381258469945","0.0106524509589041","0.010275261369863","0.0133821175693988","0.0134008508515906","0.0145199295890411","0.0158524791780822","0.016803","0.017013","0.0165926027","0.01706","0.01752739726","0.01658852509519914","0.01799479452054794","0.01886503817722782","",""
"INTL.63-2-NIU-TBPD.A","            Jet fuel (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00823333333333333","0.00814508767123288","0.0081472602739726","0.0081472602739726","0.008125","0.0100801814794521","0.00867281287671233","0.00957001090410959","0.0179122883333333","0.00949639967471189","0.00744893003429318","0.00986367529036123","0.00961153759893764","0.0104605144084118","0.0108728773150685","0.010841","0.01105","0.0104284932","0.011080274","0.010863013699","0.01033228134500975","0.01090646575342466","0.01143391176720805","",""
"INTL.64-2-NIU-TBPD.A","            Kerosene (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.65-2-NIU-TBPD.A","            Distillate fuel oil (Mb/d)","0.02","0.02","0.02","0.02","0.02","0.02044","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.02043","0.02038","0.02043","0.02043","0.0204383561643836","0.0269049180327869","0.0273044992876712","0.0265698630136986","0.0265698630136986","0.0244590163934426","0.0245473650410959","0.0245473650410959","0.0206340329863014","0.0216420103278689","0.0215311774820006","0.0210249712086653","0.0200316184584378","0.0194168541415216","0.0209664319541255","0.0208300040254859","0.024526","0.02242","0.0218690411","0.0224821918","0.024526027397","0.02322393513327879","0.02546619178082192","0.02669775860042341","",""
"INTL.66-2-NIU-TBPD.A","            Residual fuel oil (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.67-2-NIU-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000317808219178082","0.000316939890710382","0.000317808219178082","0.000635616438356164","0.000699178082191781","0.000792349726775956","0.000892405479452055","0.000794520547945205","0.000916124739875735","0.00096722830151957","0.00104241095890411","0.0010932602739726","0.001073","0.001109","0.0010805479","0.0011123288","0.001175890411","0.001137498863670798","0.001144109589041096","0.001199439707496893","",""
"INTL.68-2-NIU-TBPD.A","            Other petroleum liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000243835616438356","0.000243169398907104","0.000243835616438356","0.000243835616438356","0.000487671232876712","0.000486338797814208","0.000487671232876712","0.000560821917808219","0.000643459540384758","0.00070685680065873","0.000560821917808219","0.000560821917808219","0.00056","0.000559","0","0","0","0","0","0","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-NIU-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-NIU-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-NIU-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-13-NIU-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-NIU-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.5-8-NIU-MMTCD.A","    Emissions (MMtonnes CO2)","0.00281","0.00281","0.00281","0.00281","0.00281","0.00287","0.00315","0.00315","0.00315","0.00315","0.00315","0.00315","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00318","0.00413","0.00477","0.005085914678909187","0.00544","0.00344746242782358","0.005857224248650938","0.0034235067506780278","0.00629353921008465","0.00688649407280227","0.00711118677159224","0.007806446911917812","0.007578531938726028","0.007261195998212385","0.007517555010021724","0.007960617","0.007923219","0.008084438","0.008290099","",""
"","North Korea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-PRK-TBPD.A","        Total petroleum and other liquids (Mb/d)","0","0","0","0","0","0","0.6","0.6","0.4","0.5","0.6","0.7","0.9","","","","","","","","","","","","0.141","0.121","0.093","0.118","0.118","0.07787","0.1163","0.1104","0.1093","0.1155","0.1068","0.1062","0.103","0.1073","0.1086","0.1109","0.1049","0.11471389448318925","0.1131322794341985","0.11579552248446576",""
"INTL.55-1-PRK-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.57-1-PRK-TBPD.A","                Crude oil including lease condensate (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-PRK-TBPD.A","                NGPL (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-PRK-TBPD.A","                Other liquids (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.56-1-PRK-TBPD.A","            Refinery processing gain (Mb/d)","","","","","","","","","","","","","","0.9","0.7","0.6","0.3","0.3","0.8","0.6","0.668872641","0.140113677","0.141380833","0.138470336","0.141","0.121","0.093","0.118","0.118","0.07787","0.1163","0.1104","0.1093","0.1155","0.1068","0.1062","0.103","0.1073","0.1086","0.1109","0.1049","0.11471389448318925","0.1131322794341985","0.11579552248446576",""
"INTL.54-1-PRK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","58","58","52","51","60","64","50","47","46","42","23","24","46","47","8.085573770491806","12.064398904109588","12.08870356164383","11.784995068493156","11.886830601092893","10.0416701369863","7.701527671232878","9.232265205479456","9.472837158469934","10.96499068493151","11.161650410958902","11.116089863013695","11.085718032786888","12.27553315068493","11.269468493150683","","","","","","","","","",""
"INTL.62-1-PRK-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","21","21","18","18","22","23","18","18","18","17","8.2","8.3","17","17","2.93655737704918","4.39353424657534","4.41690410958904","4.32342465753425","4.38153005464481","3.71580821917808","2.85112328767123","3.412","3.51920765027322","4.06635616438356","4.13646575342466","4.11309589041096","4.10185792349727","4.53375342465753","4.15983561643836","","","","","","","","","",""
"INTL.63-1-PRK-TBPD.A","            Jet fuel (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.64-1-PRK-TBPD.A","            Kerosene (Mb/d)","","","","","","","4.2","4.2","4","4","4.3","5","4.2","4.2","3.2","3.3","1.5","1.7","3.7","3.9","0.549125683060109","0.804767123287671","0.804767123287671","0.78358904109589","0.781448087431694","0.656520547945206","0.50827397260274","0.614164383561644","0.633606557377049","0.741232876712329","0.76241095890411","0.76241095890411","0.760327868852459","0.847123287671233","0.78358904109589","","","","","","","","","",""
"INTL.65-1-PRK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","19","19","17","17","20","22","19","18","16","13","8.9","8.7","17","16","2.83472431693989","4.23305980273973","4.23306447671233","4.11037593424658","4.13993620218579","3.49688999452055","2.67890572054795","3.21059735342466","3.2834063989071","3.80364289863014","3.86499578630137","3.84454866849315","3.83404443715847","4.25353876164384","3.90589323287671","","","","","","","","","",""
"INTL.66-1-PRK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","12","12","12","11","12","12","7","5.9","7.9","7.4","3.9","4.7","6.6","9.1","1.55836229508197","2.32446752876712","2.3247760109589","2.26618152328767","2.27988770491803","1.91561635068493","1.46624330958904","1.75937053150685","1.79433052459016","2.07330802191781","2.11229723835616","2.11171896986301","2.10594924590164","2.32714730958904","2.1319122739726","","","","","","","","","",""
"INTL.67-1-PRK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","0.07788","0.07788","0.07","0.0686","0.08138","0.08665","0.06706","0.06309","0.06209","0.05604","0.03099","0.03096","0.06132","0.0637707287671233","0.0108844262295082","0.0162405369863014","0.0162732547945206","0.0158644164383562","0.0160015027322404","0.0135176328767123","0.0103674410958904","0.0124280493150685","0.0127518961748634","0.0147605643835616","0.015025298630137","0.0149639671232877","0.0149230819672131","0.0165247561643836","0.0151704383561644","","","","","","","","","",""
"INTL.68-1-PRK-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","1.4","1.4","1.3","1.2","1.5","1.6","1.2","1.1","1.1","1","0.6","0.6","1.1","1.1","0.195919672131148","0.292329665753425","0.29291858630137","0.285559495890411","0.288027049180328","0.243317391780822","0.186613939726027","0.223704887671233","0.229534131147541","0.26569015890411","0.270455375342466","0.269351408219178","0.268615475409836","0.297445610958904","0.273067890410959","","","","","","","","","",""
"INTL.5-2-PRK-TBPD.A","    Consumption (Mb/d)","48","51","52","57","60.000000001","64","68.57788","69.77788","64.47","63.6686","72.98138","76.7","74.16706","71.66309","70.36209","62.95604","47.83099","40.23096","35.26132","77.56377072876712","20.36322404371585","22.51001534246575","22.573004931506894","21.986090958904068","22.10953551912572","18.61871123287671","14.249445479452058","17.037799452054795","17.41789180327869","17.0377304109589","16.95118465753424","17.393925479452054","16.693477595628423","18.103752328767122","17.245852054794526","19.529684","20.782171","18.936921150699998","18.7887567671","20.293499205523","19.23252252459016","16.028197261749526","16.803334509059905","",""
"INTL.54-2-PRK-TBPD.A","        Refined petroleum products (Mb/d)","48","51","52","57","60.000000001","64","68.57788","69.77788","64.47","63.6686","72.98138","76.7","74.16706","71.66309","70.36209","62.95604","47.83099","40.23096","35.26132","77.56377072876712","20.36322404371585","22.51001534246575","22.573004931506894","21.986090958904068","22.10953551912572","18.61871123287671","14.249445479452058","17.037799452054795","17.41789180327869","17.0377304109589","16.95118465753424","17.393925479452054","16.693477595628423","18.103752328767122","17.245852054794526","19.529684","20.782171","18.936921150699998","18.7887567671","20.293499205523","19.23252252459016","16.028197261749526","16.803334509059905","",""
"INTL.62-2-PRK-TBPD.A","            Motor gasoline (Mb/d)","16.098485401","17.104640738","17.440025851","19.116951413","20.123106751","21.464647201","23","24","21","21","25","25","25","25","29","26","21","15","9.6","36","4.49806010928962","4.97778082191781","5.00115068493151","4.88430136986301","4.91756830601093","4.15983561643836","3.17830136986301","3.80928767123288","3.89210382513661","4.34679452054795","4.39353424657534","4.39353424657534","4.35822404371585","4.79082191780822","4.41690410958904","4.510383","4.544672","4.4870136986","4.4870136986","4.557123287671","4.318847335196483","4.375235643835617","4.586825759693851","",""
"INTL.63-2-PRK-TBPD.A","            Jet fuel (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","",""
"INTL.64-2-PRK-TBPD.A","            Kerosene (Mb/d)","3.569664154","3.792768164","3.867136167","4.238976183","4.462080193","4.759552205","5.1","5.3","5.1","5.1","5.4","5.5","5.5","5.5","4.2","3.9","2.5","2.5","4.6","4.4","0.570245901639344","0.847123287671233","0.847123287671233","0.825945205479452","0.823688524590164","0.677698630136986","0.529452054794521","0.635342465753425","0.654726775956284","0.76241095890411","0.78358904109589","0.78358904109589","0.781448087431694","0.868301369863014","0.804767123287671","0.804767","0.802568","0.8047671233","0.8047671233","0.825589041096","0.782436277443597","0.8158340547945205",".8552884833618772","",""
"INTL.65-2-PRK-TBPD.A","            Distillate fuel oil (Mb/d)","17.498353697","18.592000803","18.956549838","20.779295015","21.872942121","23.331138262","25","25","23","23","26","27","27","27","22","19","14","12","7.9","21","7.03352213114754","5.78637487123288","5.80681790136986","5.64325264657534","5.66862472677596","4.78450643287671","3.65994681643836","4.37558365479452","4.46559219125683","4.70293056986301","4.72340674520548","4.7847130520548","4.66972749726776","5.13238807671233","4.80518090410959","5.152632","5.342379","5.1117562466","5.0913178904","5.334410958904","5.055508815885567","4.686494630136986","4.913137495226273","",""
"INTL.66-2-PRK-TBPD.A","            Residual fuel oil (Mb/d)","9.79907807","10.411520449","10.615667909","11.636405208","12.248847588","13.065437427","14","14","14","13","15","16","13","13","14","13","9.7","9.8","12","15","8.05459180327869","10.5901661589041","10.6087212164384","10.3311678246575","10.3956254098361","8.73983552876712","6.68476385753425","7.98145272328767","8.16318298360656","6.94514363835616","6.76517395068493","7.14777376438356","6.60053940983607","6.99827059726027","6.9307615890411","8.773665","9.805103","8.5182136438","8.3904876164","9.561205479452","9.061324777003051","6.135757643835616","6.4324881","",""
"INTL.67-2-PRK-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","0.054510871","0.057917801","0.059053444","0.06473166","0.068138589","0.072681162","0.07788","0.07788","0.07","0.0686","0.08138","0.2","0.06706","0.06309","0.06209","0.05604","0.03099","0.03096","0.06132","0.0637707287671233","0.0108844262295082","0.0162405369863014","0.0162732547945206","0.0158644164383562","0.0160015027322404","0.0135176328767123","0.0103674410958904","0.0124280493150685","0.0127518961748634","0.0147605643835616","0.015025298630137","0.0149639671232877","0.0149230819672131","0.0165247561643836","0.0151704383561644","0.01517","0.015128","0.0151704384","0.0151704384","0.0151704384","0.01440531906146157","0.01487528914678464","0.01559467077790374","",""
"INTL.68-2-PRK-TBPD.A","            Other petroleum liquids (Mb/d)","0.979907807","1.041152045","1.061566791","1.163640521","1.224884759","1.306543743","1.4","1.4","1.3","1.5","1.5","3","3.6","1.1","1.1","1","0.6","0.6","1.1","1.1","0.195919672131148","0.292329665753425","0.29291858630137","0.285559495890411","0.288027049180328","0.243317391780822","0.186613939726027","0.223704887671233","0.229534131147541","0.26569015890411","0.270455375342466","0.269351408219178","0.268615475409836","0.297445610958904","0.273067890410959","0.273067","0.272321","0","0","0","0","0","0","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-3-PRK-TBPD.A","                Crude oil including lease condensate (Mb/d)","42.18","41.62","41.06","40.5","39.94","39.42","41.66","43.9","46.14","48.38","50.808","38.116","30.562","27.432","18.355","22.191","18.826","10.202","12.285","11.671","17.122","14.415","11.688","11.367","11.436","9.639","7.37","8.816","9.012","10.443","10.603","10.563","10.514","11.648","10.684","10.684","10.611","10.64","10.64","","","","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.57-4-PRK-TBPD.A","                Crude oil including lease condensate (Mb/d)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"","    Bunker","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-13-PRK-TBPD.A","        Refined petroleum products (Mb/d)","","","","","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-13-PRK-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","NA","NA","NA","NA","NA","NA","","","","","","","","","",""
"INTL.66-13-PRK-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.5-8-PRK-MMTCD.A","    Emissions (MMtonnes CO2)","6.77156","7.2","7.3","8","8.5","9.1","10","10","9.9","9.7","11","12","11","11","11","9.6","7.3","6.2","5.5","4.8","4.1","3.7","4","4","4","3","2.3","2.6950740837120053","2.7","2.2","2.6306608770764184","2.7059444810442326","2.5958214810442337","2.802759262750486","2.6783170981442335","3.055897098144232","3.271862680232959","2.986485678653285","2.961325678647297","3.2113812048997694","3.0876290673424607","2.496752646596004","2.6173869996977857","",""
"","North Macedonia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-MKD-TBPD.A","        Total petroleum and other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","-0.4","","","","","","","","","","","","-0.078","-0.045","-0.044","-0.066","-0.093","-0.125","0.023","0.0182","0.0776","0.11008","0.1407795","0.231","0.236","0","0","0","0","0","0","0",""
"INTL.55-1-MKD-TBPD.A","            Crude oil, NGPL, and other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","0","","","","","","","","","","","","0","0","0","0.05","0.01","0.01","0.04","0.1","0.11","0.1","0.14","0.231","0.236","0","0","0","0","0","0","0",""
"INTL.57-1-MKD-TBPD.A","                Crude oil including lease condensate (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.58-1-MKD-TBPD.A","                NGPL (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.59-1-MKD-TBPD.A","                Other liquids (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","0","0","0","0.05","0.01","0.01","0.04","0.1","0.11","0.1","0.14","0.231","0.236","0","0","0","0","0","0","0",""
"INTL.56-1-MKD-TBPD.A","            Refinery processing gain (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","","-0.2","","","","-0.2","-0.1","-0.1","-0.145872808","-0.1896059","-0.129910432","-0.080056135","-0.078","-0.045","-0.044","-0.116","-0.103","-0.135","-0.017","-0.0818","-0.0324","0.01008","0.0007795","0","0","0","0","0","0","0","0","0",""
"INTL.54-1-MKD-TBPD.A","        Refined petroleum products (Mb/d)","","","","","","","--","--","--","--","--","--","20","20","4","2.8","10","7.9","19","13","16.06370928961749","13.162097534246575","10.917806027397253","17.10979506849316","17.16369398907104","19.771511232876712","22.01959232876712","22.2399298630137","22.067521311475414","20.512105205479447","17.84101479452055","14.521961643835622","5.231967213114755","1.7192482191780816","0.024304657534246547","","","","","","","","","",""
"INTL.62-1-MKD-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","--","--","--","--","--","--","3.5","4.7","1.8","0.9","3.6","0.8","3.6","3","3.05308743169399","2.43046575342466","1.82284931506849","2.94460273972603","3.40267759562841","4.27668493150685","4.44027397260274","4.18320547945205","4.12516393442623","4.11309589041096","3.76254794520548","2.57068493150685","1.07207650273224","0.51413698630137","0.0233698630136986","","","","","","","","","",""
"INTL.63-1-MKD-TBPD.A","            Jet fuel (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0.0651780821917808","0","0.152082191780822","0.238986301369863","0","0","0.499698630136986","0.716958904109589","0.369342465753425","0.433333333333333","0.434520547945205","0.434520547945205","0.586602739726027","0.368333333333333","0.108630136986301","0","","","","","","","","","",""
"INTL.64-1-MKD-TBPD.A","            Kerosene (Mb/d)","","","","","","","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","",""
"INTL.65-1-MKD-TBPD.A","            Distillate fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","6","5.7","1.1","0.8","2.6","3.5","5.6","4.1","5.28216021311475","4.58072295342466","3.51749683835616","6.58444103013699","7.3206231147541","8.05651454246575","9.05842631780822","8.67013992328767","9.17637490163935","7.64788984109589","7.42255425205479","5.68465569863014","1.50931215846995","0.55216624109589","0.00000467397260273973","","","","","","","","","",""
"INTL.66-1-MKD-TBPD.A","            Residual fuel oil (Mb/d)","","","","","","","--","--","--","--","--","--","8.6","7.6","0.8","0.9","3.3","3.3","5.4","4.7","7.06404947540984","5.31259163835616","4.77320229041096","6.4757381260274","5.34932229508197","5.63368583013699","6.24610957808219","7.61739932054795","6.83090744262295","6.86560622465753","4.97055323835617","4.67297473972603","1.83148770491803","0.404999309589041","0.000308482191780822","","","","","","","","","",""
"INTL.67-1-MKD-TBPD.A","            Liquefied Petroleum Gases (Mb/d)","","","","","","","--","--","--","--","--","--","0.7","0.6","0.06888","0.0355","0.2","0.1","0.3","0.2","0.275176136612022","0.367307249315068","0.300724443835616","0.690429676712329","0.656984754098361","0.789355221917808","0.951285594520548","0.824458915068493","0.948831961748634","0.917475463013699","0.818537298630137","0.655165232876712","0.323982923497268","0.0976568383561644","0.0000327178082191781","","","","","","","","","",""
"INTL.68-1-MKD-TBPD.A","            Other petroleum liquids (Mb/d)","","","","","","","--","--","--","--","--","--","1.5","1.7","0.09576","0.06703","0.4","0.2","4.5","1.2","0.389236032786885","0.318927747945206","0.264546838356164","0.414583495890411","0.434086229508197","0.515572076712329","0.606537961643836","0.57538375890411","0.552909737704918","0.533517238356164","0.432301512328767","0.351878301369863","0.126774590163934","0.0416587068493151","0.000588920547945206","","","","","","","","","",""
"INTL.5-2-MKD-TBPD.A","    Consumption (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","19.4","21.3","18","18.5","23.4","21","22.3","20","18.649207650273215","15.424547945205479","17.610630136986284","16.869945205479453","17.201256830601082","17.650301369863012","18.275561643835623","20.14865753424658","17.90174863387979","18.7994794520548","18.40268493150685","18.996684931506852","18.728306010928964","18.759589041095893","18.702630136986294","20.495726027397303","21","21.93073630136986","20.942760465753423","22.67960547945206","19.539753177962215","21.701441881562886","22.148215101369935","",""
"INTL.54-2-MKD-TBPD.A","        Refined petroleum products (Mb/d)","--","--","--","--","--","--","--","--","--","--","--","--","19.4","21.3","18","18.5","23.4","21","22.3","20","18.649207650273215","15.424547945205479","17.610630136986284","16.869945205479453","17.201256830601082","17.650301369863012","18.275561643835623","20.14865753424658","17.90174863387979","18.7994794520548","18.40268493150685","18.996684931506852","18.728306010928964","18.759589041095893","18.702630136986294","20.495726027397303","21","21.93073630136986","20.942760465753423","22.67960547945206","19.539753177962215","21.701441881562886","22.148215101369935","",""
"INTL.62-2-MKD-TBPD.A","            Motor gasoline (Mb/d)","","","","","","","--","--","--","--","--","--","4","4.6","6","5.3","7.1","5.2","3.7","4.2","3.35606557377049","3.06145205479452","3.17830136986301","2.94460273972603","2.82002732240437","2.73427397260274","2.50057534246575","2.66416438356164","2.75010928961749","2.87449315068493","2.89786301369863","3.06145205479452","2.47043715846995","2.59405479452055","2.36035616438356","2.40709589041096","2.466","2.409012219178082","2.311606630136986","2.407095890410959","1.752739726027397","1.982535589041096","2.023350564070495","",""
