Report generated on: 07-31-2024 18:28:48
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-BEL-TST.A","        Coal (Mst)","18848.39869","18643.36903","18327.00606","16598.58398","18428.41858","17362.48481","15570.12875","16023.17816","16616.22094","17468.30657","18320.3922","17439.64651","15968.06266","14892.2081","15244.9473","14560.41279","14133.81882","13059.06657","12491.37692","10904.05052","11507.01409","10872.08353","9875.59529","9224.13008","8606.83648","8169.21941","7899.15346","7204.69816","6330.56633","4916.3026","6121.12743","5728.70507","5738.62586","5733.885927","5088.373191","4684.927731","4160.228171","4003.479689","4014.282327","4039.194533","3251.153114","3488.921381","3545.800577"
"INTL.11-2-BEL-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","464.07251","376.99002","350.53458","440.924","346.12534","359.35306","434.31014","379.19464","505.96029","440.924","370.37616","520.29032","471.78868","447.53786","472.89099","444.120699","453.600565","405.980773","305.560332","295.970235","267.310175"
"INTL.130-2-BEL-TST.A","            Metallurgical coal (Mst)","8766.67143","8365.43059","7604.83669","7704.04459","8769.97836","8616.75727","7440.5925","7597.12052","8000.56598","7804.3548","7889.23267","6968.80382","6280.96238","5544.6193","5241.48405","5221.64247","5043.06825","4629.702","4297.90669","4276.9628","4249.40505","4311.13441","4106.10475","3941.86056","4020.12457","3719.19394","4041.06846","3788.63947","3104.10496","2256.42857","2858.28983","2838.44825","2788.8443","2505.55063","2153.91374","1838.65308","1803.37916","1772.294018","1793.237908","1800.182461","1632.080186","1876.793006","1907.657686"
"INTL.12-2-BEL-TST.A","            Bituminous (Mst)","7974.11054","8142.76397","8693.91897","7456.02484","7975.21285","7286.2691","6879.51671","7068.01172","7230.05129","7852.85644","8707.14669","8637.70116","8480.07083","8335.66822","8998.15653","8404.01144","8223.2326","7712.86307","7599.32514","6111.20664","6842.03817","6361.43101","5147.7877","4782.92309","4082.95624","3991.46451","3486.60653","3056.70563","2792.15123","2280.67939","2756.87731","2449.33282","2579.4054","2596.932129","2337.889279","2292.033183","1779.459033","1705.714494","1675.731662","1731.288086","1218.603705","1239.106671","1267.876962"
"INTL.119-2-BEL-TST.A","            Subbituminous (Mst)","2107.61672","2135.17447","2028.2504","1438.51455","1683.22737","1459.45844","1250.01954","1358.04592","1385.60367","1811.09533","1724.01284","1833.14153","1207.02945","1011.92058","1005.30672","934.75888","867.51797","716.5015","594.14509","515.88108","415.57087","199.51811","157.63033","122.35641","153.22109","17.63696","25.35313","0","0","0","0","0","0","111.112848","124.781492","106.703608","104.498988","81.350478","91.712192","101.743213","94.908891","77.051469","102.955754"
"INTL.14-2-BEL-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-BEL-TST.A","        Metallurgical coke (Mst)","7211.31202","6928.01835","5773.89978","5511.55","6522.36827","6381.27259","5595.32556","5483.99225","5995.46409","5894.05157","5889.64233","5510.44769","4726.70528","4351.91988","4815.99239","4716.78449","4239.48426","4116.02554","4196.49417","4170.03873","4372.86377","4431.2862","3583.60981","3778.71868","3734.62628","3320.15772","3321.26003","2939.86077","3352.12471","1461.66306","1866.21083","1880.54086","1456.15151","1481.50464","1533.31321","1475.99309","1611.57722","1646.85114","1584.239932","1648.614836","1299.182566","1631.859724","1821.897968"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-3-BEL-TST.A","        Coal (Mst)","11281.04054","11202.77653","11660.23518","8386.37448","10489.58196","10579.97138","9676.07718","10358.40707","12446.18221","14247.35675","16575.43547","16200.65007","15716.73598","13359.9972","14187.83201","15756.41914","14375.22471","14346.56465","14142.6373","12119.89845","12507.91157","13978.39311","10919.4828599999","10350.6909","10791.6148999999","9704.73724","8880.20935999997","8173.62865","8191.26561","5297.70186","6916.99524999997","6544.41446999998","5923.81393999996","5911.68853","5770.59285","4517.376611","3897.327236","3793.7100959999","4227.689543","4087.145018","3379.131305","3452.76561300003","4516.18854348666"
"INTL.11-3-BEL-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1209.2340699999","1440.71917","1730.6266999999","1528.90397","953.49814999997","1200.41559","1085.77535","1138.68623","961.21431999997","813.50477999998","741.85462999996","383.824342","536.604508","305.670563","389.997278","353.2903549999","545.974143","452.498255","329.370228","446.876474","1008.7235128285"
"INTL.130-3-BEL-TST.A","            Metallurgical coal (Mst)","4594.42808","4646.23665","4853.47093","3470.07188","5487.29918","5140.07153","4454.43471","5372.65894","7537.59578","7786.71784","7861.67492","7083.44406","6387.88645","5233.76788","4898.66564","5805.86677","5869.80075","4770.79768","4624.19045","4357.43143","4208.61958","4595.53039","3707.06853","3549.4382","3942.96287","3894.46123","3847.0619","3579.20057","3299.21383","1836.44846","3087.57031","2980.64624","2706.17105","2415.16121","2117.53751","1867.31314","1628.11187","1797.316455","1851.8808","1726.768615","1850.998952","1658.645857","1978.64645"
"INTL.12-3-BEL-TST.A","            Bituminous (Mst)","4578.99574","4421.36541","4778.51385","3477.78805","3319.05541","3980.44141","3971.62293","3627.70221","3522.98276","4649.54358","6989.74771","7284.06448","8121.82008","7114.30874","8283.85965","9015.79349","7637.90599","8859.26547","8924.30176","7246.58594","7883.72112","9183.34461","5845.54993","5238.17712","4964.80424","4263.73508","4054.29618","3394.01249","3806.27643","2322.56717","2868.21062","2750.26345","2475.78826","3001.59013","2991.66934","2237.6893","1774.7191","1561.752808","1713.210202","1807.457707","1096.9748196","1253.3416565249","1441.049863"
"INTL.119-3-BEL-TST.A","            Subbituminous (Mst)","2107.61672","2135.17447","2028.2504","1438.51455","1683.22737","1459.45844","1250.01954","1358.04592","1385.60367","1811.09533","1724.01284","1833.14153","1207.02945","1011.92058","1005.30672","934.75888","867.51797","716.5015","594.14509","515.88108","415.57087","199.51811","157.63033","122.35641","153.22109","17.63696","25.35313","0","0","0","0","0","0","111.112848","124.781492","106.703608","104.498988","81.350478","116.624398","100.420441","101.7873054","93.90162547513","87.76871765816"
"INTL.14-3-BEL-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-3-BEL-TST.A","        Metallurgical coke (Mst)","1390.01291","1252.22416","590.83816","489.42564","913.81499","745.16156","712.09226","542.33652","897.28034","889.56417","906.09882","805.78861","679.02296","686.73913","1437.41224","1387.80829","722.01305","568.79196","1123.25389","1008.61365","1221.35948","1121.04927","311.95373","238.09896","305.33987","167.55112","74.95708","239.20127","936.9635","197.31349","66.1386","65.03629","63.93398","76.05939","59.52474","139.99337","248.01975","302.03294","284.39598","374.675169","222.335927","204.478505","503.204515"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-4-BEL-TST.A","        Coal (Mst)","529.108799999998","867.51797","766.105449999999","683.432199999998","1299.623490000038","1399.933699999972","1302.930420000011","1091.286900000024","1048.296809999999","975.544349999997","798.07244","767.758914999998","737.445389999997","728.62691","1070.343009999954","901.689580000004","1297.418869999957","1335.007641000005","1427.49144999997","1274.27036000005","1570.791749999972","1526.798557900025","1575.3994058","1059.319909999996","1448.435339999994","1354.738989999997","1188.290179999999","1620.395699999997","1337.102029999995","976.646659999997","665.795239999996","735.240769999995","691.148370000004","658.07907","613.986670000001","88.1848","72.75246","97.00328","51.257415","94.79866","100.861365","281.640205","303.81108965407"
"INTL.11-4-BEL-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","745.1615599999","596.12924799992","745.1615599999","894.19387199988","607.37280999997","841.06252999999","651.46520999999","759.49159000002","455.25402999997","372.58077999998","274.47518999997","160.38610499996","64.815828000001","42.99009","18.73927","21.3296985","23.920127","26.124747","19.400656","121.143869","266.44278065407"
"INTL.130-4-BEL-TST.A","            Metallurgical coal (Mst)","24.815823115578","40.68760998325","36.034643149079","32.053771524288","60.953865527638","65.813630887772","61.108964422111","51.492832964824","49.166349547739","45.754173869347","37.43053319933","54.388012328308","34.587053467337","34.17345641541","50.200342177554","42.290298559464","60.850466264657","75.171264187605","66.95102278057","59.76477400335","73.671974874372","97.505504991625","103.8128600335","49.683345862646","67.933315778894","63.538847102177","55.732202747069","75.998458291457","62.711652998325","45.805873500837","31.226577420436","34.483654204355","32.415668944724","30.86468","19.48931148637","1.98968167541","0.00912161525","0.330693","0.771617","0.41587400525","0","0","0"
"INTL.12-4-BEL-TST.A","            Bituminous (Mst)","504.29297688442","826.83036001675","730.07080685092","651.37842847571","1238.6696244724","1334.1200691122","1241.8214555779","1039.7940670352","999.13046045226","929.79017613065","760.64190680067","713.37090267169","702.85833653266","694.45345358459","1020.1426678224","859.39928144054","1236.5684037353","1259.8363768124","1360.5404272194","1214.5055859967","1497.1197751256","1429.2930529084","726.4249857666","413.50731613743","635.3404642212","397.00627089794","525.18516725296","703.33471170855","622.92516700168","171.34919649914","179.31463257959","328.17633579566","384.25751105531","466.82828500004","529.68153051363","43.20502832459","54.00406838475","75.3428885","26.565671","68.25803899475","81.240247","160.496336","36.486461"
"INTL.119-4-BEL-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.220462","0","0.881848"
"INTL.14-4-BEL-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-4-BEL-TST.A","        Metallurgical coke (Mst)","846.57408","906.09882","526.90418","673.51141","966.72587","933.65657","779.33317","834.44867","1041.68295","1075.85456","1008.61365","756.18466","837.7556","878.54107","756.18466","613.98667","436.51476","392.42236","210.54121","242.5082","322.97683","202.82504","156.52802","115.74255","90.38942","22.0462","197.31349","112.43562","117.94717","446.43555","486.11871","368.17154","617.2936","390.21774","293.70660062953","295.76697785448","222.72692958472","250.53630609304","186.00295054209","130.99596524542","149.803929","46.958406","310.11442986403"
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-6-BEL-MST.A","        Coal (million st)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","4519.471","4519.471","4519.471","4519.471","4519.471","4519.471","4519.471","4519.471","4519.471"
"INTL.1-8-BEL-MMTCD.A","    Emissions (MMtonnes CO2)","45.061195014711245","43.90170966505786","42.18638464721295","37.79533288187852","42.449570984466526","39.70047830953922","35.85387363965117","36.18865248678475","38.04395691156405","39.63780103459779","41.826680184568524","40.06973349855881","36.18007903540485","33.56347762939211","36.90756625145146","35.68379063927819","33.23701474771176","30.46213923753095","31.377429063416972","27.430857658204054","29.189039099117863","27.917241111137113","23.57259839844947","21.95717294720171","20.866726543320546","19.689496426080158","18.317935035548068","17.479384685830812","17.49211513097223","10.891420047709538","13.256518826261866","12.7046945716936","11.926862591543191","12.603332042360687","11.29965491313181","10.55531504917712","9.940550326919125","9.656882090910477","9.82993892332396","10.301335956240564","7.951250736399878","8.797731563390197","8.162998041930294"
"","Belize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-1-BLZ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-1-BLZ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BLZ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-1-BLZ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-1-BLZ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-1-BLZ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-1-BLZ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-BLZ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-2-BLZ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-BLZ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-BLZ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-2-BLZ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-BLZ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-BLZ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-3-BLZ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00035494382"
"INTL.11-3-BLZ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00029431677"
"INTL.130-3-BLZ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-3-BLZ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-3-BLZ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00006062705"
"INTL.14-3-BLZ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-3-BLZ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-4-BLZ-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-4-BLZ-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-4-BLZ-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-4-BLZ-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-4-BLZ-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-4-BLZ-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-4-BLZ-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-6-BLZ-MST.A","        Coal (million st)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.1-8-BLZ-MMTCD.A","    Emissions (MMtonnes CO2)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Benin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-1-BEN-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-1-BEN-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-1-BEN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-1-BEN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-1-BEN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-1-BEN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-1-BEN-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-2-BEN-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.598215307269","1.71394985201","0.110231","0.054343883","2.8541120751","1.71259511302","1.40197958736","42.4789708992","45.87862390947","87.77584299","132.2772","132.07768189","129.896320631","86.245395786","173.83347239291","49.60395"
"INTL.11-2-BEN-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-2-BEN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-2-BEN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.598215307269","1.71394985201","0.110231","0.054343883","2.8541120751","1.71259511302","1.40197958736","42.4789708992","45.87862390947","87.77584299","132.2772","132.07768189","129.896320631","86.245395786","173.83347239291","49.60395"
"INTL.119-2-BEN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-2-BEN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-2-BEN-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06724091"
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-3-BEN-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.598215307269","1.71394985201","0.110231","0.054343883","2.8541120751","1.71259511302","1.40197958736","42.4789708992","45.87862390947","87.77584299","83.6337367954","132.07768189","129.896320631","86.245395786","173.83347239291","50.4747749"
"INTL.11-3-BEN-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8708249"
"INTL.130-3-BEN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-3-BEN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.598215307269","1.71394985201","0.110231","0.054343883","2.8541120751","1.71259511302","1.40197958736","42.4789708992","45.87862390947","87.77584299","83.6337367954","132.07768189","129.896320631","86.245395786","173.83347239291","49.60395"
"INTL.119-3-BEN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-3-BEN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-3-BEN-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.06724091"
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-4-BEN-TST.A","        Coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.11-4-BEN-TST.A","            Anthracite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.130-4-BEN-TST.A","            Metallurgical coal (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.12-4-BEN-TST.A","            Bituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.119-4-BEN-TST.A","            Subbituminous (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.14-4-BEN-TST.A","            Lignite (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.21-4-BEN-TST.A","        Metallurgical coke (Mst)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-6-BEN-MST.A","        Coal (million st)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
